source_id,mc_id_1,mc_id_2,mc_id_3,mc_id_4,particle_name_raw,particle_name_norm,mass_GeV_c2,mass_MeV_c2,mass_pos_error_GeV_c2,mass_pos_error_MeV_c2,mass_neg_error_GeV_c2,mass_neg_error_MeV_c2,width_GeV,width_MeV,width_pos_error_GeV,width_pos_error_MeV,width_neg_error_GeV,width_neg_error_MeV,unit_assumption,raw_line,cleaned_utc
PDG_MASS_WIDTH_2025,3126,,,,Lambda(1820) 0,lambda(1820) 0,1.82,1820,0.005,5,-0.005,-5,0.08,80,0.01,10,-0.01,-10,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,3126                          1.820E+00         +5.0E-03 -5.0E-03  8.0E-02           +1.0E-02 -1.0E-02 Lambda(1820)        0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,13126,,,,Lambda(1830) 0,lambda(1830) 0,1.825,1825,0.005,5,-0.005,-5,0.09,90,0.03,30,-0.03,-30,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,13126                          1.825E+00         +5.0E-03 -5.0E-03  9.0E-02           +3.0E-02 -3.0E-02 Lambda(1830)        0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,23124,,,,Lambda(1890) 0,lambda(1890) 0,1.89,1890,0.02,20,-0.02,-20,0.12,120,0.04,40,-0.04,-40,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,23124                          1.890E+00         +2.0E-02 -2.0E-02  1.2E-01           +4.0E-02 -4.0E-02 Lambda(1890)        0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,3128,,,,Lambda(2100) 0,lambda(2100) 0,2.1,2100,0.01,10,-0.01,-10,0.2,200,0.05,50,-0.1,-100,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,3128                          2.100E+00         +1.0E-02 -1.0E-02  2.0E-01           +5.0E-02 -1.0E-01 Lambda(2100)        0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,23126,,,,Lambda(2110) 0,lambda(2110) 0,2.09,2090,0.04,40,-0.04,-40,0.25,250,0.05,50,-0.05,-50,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,23126                          2.09E+00          +4.0E-02 -4.0E-02  2.5E-01           +5.0E-02 -5.0E-02 Lambda(2110)        0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,3222,,,,Sigma +,sigma +,1.18937,1189.37,7e-05,0.07,-7e-05,-0.07,8.209e-15,8.209e-12,2.7e-17,2.7e-14,-2.7e-17,-2.7e-14,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,3222                          1.18937E+00       +7.0E-05 -7.0E-05  8.209E-15         +2.7E-17 -2.7E-17 Sigma               +,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,3212,,,,Sigma 0,sigma 0,1.192642,1192.642,2.4e-05,0.024,-2.4e-05,-0.024,8.9e-06,0.0089,9e-07,0.0009,-8e-07,-0.0008,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,3212                          1.192642E+00      +2.4E-05 -2.4E-05  8.9E-06           +9.0E-07 -8.0E-07 Sigma               0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,3112,,,,Sigma -,sigma -,1.197449,1197.449,2.9e-05,0.029,-2.9e-05,-0.029,4.45e-15,4.45e-12,3.2e-17,3.2e-14,-3.2e-17,-3.2e-14,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,3112                          1.197449E+00      +2.9E-05 -2.9E-05  4.450E-15         +3.2E-17 -3.2E-17 Sigma               -,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,3114,,,,Sigma(1385) -,sigma(1385) -,1.3872,1387.2,0.0005,0.5,-0.0005,-0.5,0.0394,39.4,0.0021,2.1,-0.0021,-2.1,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,3114                          1.3872E+00        +5.0E-04 -5.0E-04  3.94E-02          +2.1E-03 -2.1E-03 Sigma(1385)         -,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,3214,,,,Sigma(1385) 0,sigma(1385) 0,1.3837,1383.7,0.001,1,-0.001,-1,0.036,36,0.005,5,-0.005,-5,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,3214                          1.3837E+00        +1.0E-03 -1.0E-03  3.6E-02           +5.0E-03 -5.0E-03 Sigma(1385)         0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,3224,,,,Sigma(1385) +,sigma(1385) +,1.38283,1382.83,0.00034,0.34,-0.00034,-0.34,0.0362,36.2,0.0007,0.7,-0.0007,-0.7,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,3224                          1.38283E+00       +3.4E-04 -3.4E-04  3.62E-02          +7.0E-04 -7.0E-04 Sigma(1385)         +,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,13112,13212,13222,,"Sigma(1660) -,0,+","sigma(1660) -,0,+",1.66,1660,0.02,20,-0.02,-20,0.2,200,0.1,100,-0.1,-100,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"13112   13212   13222          1.660E+00         +2.0E-02 -2.0E-02  2.0E-01           +1.0E-01 -1.0E-01 Sigma(1660)     -,0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,13114,13214,13224,,"Sigma(1670) -,0,+","sigma(1670) -,0,+",1.675,1675,0.01,10,-0.01,-10,0.07,70,0.03,30,-0.03,-30,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"13114   13214   13224          1.675E+00         +1.0E-02 -1.0E-02  7.0E-02           +3.0E-02 -3.0E-02 Sigma(1670)     -,0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,23112,23212,23222,,"Sigma(1750) -,0,+","sigma(1750) -,0,+",1.75,1750,0.05,50,-0.05,-50,0.15,150,0.05,50,-0.05,-50,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"23112   23212   23222          1.75E+00          +5.0E-02 -5.0E-02  1.5E-01           +5.0E-02 -5.0E-02 Sigma(1750)     -,0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,3116,3216,3226,,"Sigma(1775) -,0,+","sigma(1775) -,0,+",1.775,1775,0.005,5,-0.005,-5,0.12,120,0.015,15,-0.015,-15,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"3116    3216    3226          1.775E+00         +5.0E-03 -5.0E-03  1.20E-01          +1.5E-02 -1.5E-02 Sigma(1775)     -,0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,23114,23214,23224,,"Sigma(1910) -,0,+","sigma(1910) -,0,+",1.91,1910,0.04,40,-0.04,-40,0.22,220,0.08,80,-0.07,-70,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"23114   23214   23224          1.91E+00          +4.0E-02 -4.0E-02  2.2E-01           +8.0E-02 -7.0E-02 Sigma(1910)     -,0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,13116,13216,13226,,"Sigma(1915) -,0,+","sigma(1915) -,0,+",1.915,1915,0.02,20,-0.015,-15,0.12,120,0.04,40,-0.04,-40,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"13116   13216   13226          1.915E+00         +2.0E-02 -1.5E-02  1.2E-01           +4.0E-02 -4.0E-02 Sigma(1915)     -,0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,3118,3218,3228,,"Sigma(2030) -,0,+","sigma(2030) -,0,+",2.03,2030,0.01,10,-0.005,-5,0.18,180,0.02,20,-0.03,-30,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"3118    3218    3228          2.030E+00         +1.0E-02 -5.0E-03  1.80E-01          +2.0E-02 -3.0E-02 Sigma(2030)     -,0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,3322,,,,Xi 0,xi 0,1.31486,1314.86,0.0002,0.2,-0.0002,-0.2,2.27e-15,2.27e-12,7e-17,7e-14,-7e-17,-7e-14,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,3322                          1.31486E+00       +2.0E-04 -2.0E-04  2.27E-15          +7.0E-17 -7.0E-17 Xi                  0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,3312,,,,Xi -,xi -,1.32171,1321.71,7e-05,0.07,-7e-05,-0.07,4.02e-15,4.02e-12,4e-17,4e-14,-4e-17,-4e-14,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,3312                          1.32171E+00       +7.0E-05 -7.0E-05  4.02E-15          +4.0E-17 -4.0E-17 Xi                  -,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,3314,,,,Xi(1530) -,xi(1530) -,1.535,1535,0.0006,0.6,-0.0006,-0.6,0.0099,9.9,0.0017,1.7,-0.0019,-1.9,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,3314                          1.5350E+00        +6.0E-04 -6.0E-04  9.9E-03           +1.7E-03 -1.9E-03 Xi(1530)            -,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,3324,,,,Xi(1530) 0,xi(1530) 0,1.5318,1531.8,0.00032,0.32,-0.00032,-0.32,0.0091,9.1,0.0005,0.5,-0.0005,-0.5,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,3324                          1.53180E+00       +3.2E-04 -3.2E-04  9.1E-03           +5.0E-04 -5.0E-04 Xi(1530)            0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,203312,203322,,,"Xi(1690) -,0","xi(1690) -,0",1.69,1690,0.01,10,-0.01,-10,0.02,20,0.015,15,-0.015,-15,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"203312  203322                  1.690E+00         +1.0E-02 -1.0E-02  2.0E-02           +1.5E-02 -1.5E-02 Xi(1690)          -,0",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,13314,13324,,,"Xi(1820) -,0","xi(1820) -,0",1.823,1823,0.005,5,-0.005,-5,0.024,24,0.015,15,-0.01,-10,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"13314   13324                  1.823E+00         +5.0E-03 -5.0E-03  2.4E-02           +1.5E-02 -1.0E-02 Xi(1820)          -,0",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,103316,103326,,,"Xi(1950) -,0","xi(1950) -,0",1.95,1950,0.015,15,-0.015,-15,0.06,60,0.02,20,-0.02,-20,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"103316  103326                  1.950E+00         +1.5E-02 -1.5E-02  6.0E-02           +2.0E-02 -2.0E-02 Xi(1950)          -,0",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,203316,203326,,,"Xi(2030) -,0","xi(2030) -,0",2.025,2025,0.005,5,-0.005,-5,0.02,20,0.015,15,-0.005,-5,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"203316  203326                  2.025E+00         +5.0E-03 -5.0E-03  2.0E-02           +1.5E-02 -5.0E-03 Xi(2030)          -,0",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,3334,,,,Omega -,omega -,1.67245,1672.45,0.00029,0.29,-0.00029,-0.29,8.02e-15,8.02e-12,1e-16,1e-13,-1e-16,-1e-13,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,3334                          1.67245E+00       +2.9E-04 -2.9E-04  8.02E-15          +1.0E-16 -1.0E-16 Omega               -,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,203338,,,,Omega(2250) -,omega(2250) -,2.252,2252,0.009,9,-0.009,-9,0.055,55,0.018,18,-0.018,-18,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,203338                          2.252E+00         +9.0E-03 -9.0E-03  5.5E-02           +1.8E-02 -1.8E-02 Omega(2250)         -,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,4122,,,,Lambda(c) +,lambda(c) +,2.28646,2286.46,0.00014,0.14,-0.00014,-0.14,3.248e-12,3.248e-09,1.5e-14,1.5e-11,-1.5e-14,-1.5e-11,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,4122                          2.28646E+00       +1.4E-04 -1.4E-04  3.248E-12         +1.5E-14 -1.5E-14 Lambda(c)           +,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,14122,,,,Lambda(c)(2595) +,lambda(c)(2595) +,2.59225,2592.25,0.00028,0.28,-0.00028,-0.28,0.0026,2.6,0.0006,0.6,-0.0006,-0.6,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,14122                          2.59225E+00       +2.8E-04 -2.8E-04  2.6E-03           +6.0E-04 -6.0E-04 Lambda(c)(2595)     +,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,104122,,,,Lambda(c)(2625) +,lambda(c)(2625) +,2.628,2628,0.00015,0.15,-0.00015,-0.15,,,,,,,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,104122                          2.62800E+00       +1.5E-04 -1.5E-04                                      Lambda(c)(2625)     +,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,204126,,,,Lambda(c)(2880) +,lambda(c)(2880) +,2.88163,2881.63,0.00024,0.24,-0.00024,-0.24,0.0056,5.6,0.0008,0.8,-0.0006,-0.6,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,204126                          2.88163E+00       +2.4E-04 -2.4E-04  5.6E-03           +8.0E-04 -6.0E-04 Lambda(c)(2880)     +,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,4112,,,,Sigma(c)(2455) 0,sigma(c)(2455) 0,2.45375,2453.75,0.00014,0.14,-0.00014,-0.14,0.00183,1.83,0.00011,0.11,-0.00019,-0.19,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,4112                          2.45375E+00       +1.4E-04 -1.4E-04  1.83E-03          +1.1E-04 -1.9E-04 Sigma(c)(2455)      0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,4212,,,,Sigma(c)(2455) +,sigma(c)(2455) +,2.45265,2452.65,0.00022,0.22,-0.00016,-0.16,0.0023,2.3,0.0004,0.4,-0.0004,-0.4,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,4212                          2.45265E+00       +2.2E-04 -1.6E-04  2.3E-03           +4.0E-04 -4.0E-04 Sigma(c)(2455)      +,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,4222,,,,Sigma(c)(2455) ++,sigma(c)(2455) ++,2.45397,2453.97,0.00014,0.14,-0.00014,-0.14,0.00189,1.89,9e-05,0.09,-0.00018,-0.18,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,4222                          2.45397E+00       +1.4E-04 -1.4E-04  1.89E-03          +9.0E-05 -1.8E-04 Sigma(c)(2455)     ++,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,4114,,,,Sigma(c)(2520) 0,sigma(c)(2520) 0,2.51848,2518.48,0.00021,0.21,-0.00021,-0.21,0.0153,15.3,0.0004,0.4,-0.0005,-0.5,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,4114                          2.51848E+00       +2.1E-04 -2.1E-04  1.53E-02          +4.0E-04 -5.0E-04 Sigma(c)(2520)      0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,4214,,,,Sigma(c)(2520) +,sigma(c)(2520) +,2.5174,2517.4,0.0007,0.7,-0.0005,-0.5,0.0172,17.2,0.004,4,-0.0022,-2.2,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,4214                          2.5174E+00        +7.0E-04 -5.0E-04  1.72E-02          +4.0E-03 -2.2E-03 Sigma(c)(2520)      +,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,4224,,,,Sigma(c)(2520) ++,sigma(c)(2520) ++,2.51841,2518.41,0.00022,0.22,-0.00022,-0.22,0.01478,14.78,0.0003,0.3,-0.0004,-0.4,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,4224                          2.51841E+00       +2.2E-04 -2.2E-04  1.478E-02         +3.0E-04 -4.0E-04 Sigma(c)(2520)     ++,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,4232,,,,Xi(c) +,xi(c) +,2.46771,2467.71,0.00023,0.23,-0.00023,-0.23,1.453e-12,1.453e-09,1.6e-14,1.6e-11,-1.6e-14,-1.6e-11,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,4232                          2.46771E+00       +2.3E-04 -2.3E-04  1.453E-12         +1.6E-14 -1.6E-14 Xi(c)               +,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,4132,,,,Xi(c) 0,xi(c) 0,2.47044,2470.44,0.00028,0.28,-0.00028,-0.28,4.38e-12,4.38e-09,8e-14,8e-11,-8e-14,-8e-11,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,4132                          2.47044E+00       +2.8E-04 -2.8E-04  4.38E-12          +8.0E-14 -8.0E-14 Xi(c)               0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,4322,,,,Xi(c)' +,xi(c)' +,2.5782,2578.2,0.0005,0.5,-0.0005,-0.5,,,,,,,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,4322                          2.5782E+00        +5.0E-04 -5.0E-04                                      Xi(c)'              +,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,4312,,,,Xi(c)' 0,xi(c)' 0,2.5787,2578.7,0.0005,0.5,-0.0005,-0.5,,,,,,,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,4312                          2.5787E+00        +5.0E-04 -5.0E-04                                      Xi(c)'              0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,4314,,,,Xi(c)(2645) 0,xi(c)(2645) 0,2.64616,2646.16,0.00025,0.25,-0.00025,-0.25,0.00235,2.35,0.00022,0.22,-0.00022,-0.22,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,4314                          2.64616E+00       +2.5E-04 -2.5E-04  2.35E-03          +2.2E-04 -2.2E-04 Xi(c)(2645)         0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,4324,,,,Xi(c)(2645) +,xi(c)(2645) +,2.6451,2645.1,0.0003,0.3,-0.0003,-0.3,0.00214,2.14,0.00019,0.19,-0.00019,-0.19,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,4324                          2.64510E+00       +3.0E-04 -3.0E-04  2.14E-03          +1.9E-04 -1.9E-04 Xi(c)(2645)         +,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,104314,,,,Xi(c)(2790) 0,xi(c)(2790) 0,2.7939,2793.9,0.0005,0.5,-0.0005,-0.5,0.01,10,0.0011,1.1,-0.0011,-1.1,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,104314                          2.7939E+00        +5.0E-04 -5.0E-04  1.00E-02          +1.1E-03 -1.1E-03 Xi(c)(2790)         0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,104324,,,,Xi(c)(2790) +,xi(c)(2790) +,2.7919,2791.9,0.0005,0.5,-0.0005,-0.5,0.0089,8.9,0.001,1,-0.001,-1,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,104324                          2.7919E+00        +5.0E-04 -5.0E-04  8.9E-03           +1.0E-03 -1.0E-03 Xi(c)(2790)         +,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,104312,,,,Xi(c)(2815) 0,xi(c)(2815) 0,2.81979,2819.79,0.0003,0.3,-0.0003,-0.3,0.00254,2.54,0.00025,0.25,-0.00025,-0.25,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,104312                          2.81979E+00       +3.0E-04 -3.0E-04  2.54E-03          +2.5E-04 -2.5E-04 Xi(c)(2815)         0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,104322,,,,Xi(c)(2815) +,xi(c)(2815) +,2.81651,2816.51,0.00025,0.25,-0.00025,-0.25,0.00243,2.43,0.00026,0.26,-0.00026,-0.26,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,104322                          2.81651E+00       +2.5E-04 -2.5E-04  2.43E-03          +2.6E-04 -2.6E-04 Xi(c)(2815)         +,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,4332,,,,Omega(c) 0,omega(c) 0,2.6953,2695.3,0.0004,0.4,-0.0004,-0.4,2.41e-12,2.41e-09,1.1e-13,1.1e-10,-1.1e-13,-1.1e-10,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,4332                          2.6953E+00        +4.0E-04 -4.0E-04  2.41E-12          +1.1E-13 -1.1E-13 Omega(c)            0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,4334,,,,Omega(c)(2770) 0,omega(c)(2770) 0,2.766,2766,0.0009,0.9,-0.001,-1,,,,,,,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,4334                          2.7660E+00        +9.0E-04 -1.0E-03                                      Omega(c)(2770)      0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,5122,,,,Lambda(b) 0,lambda(b) 0,5.61957,5619.57,0.00016,0.16,-0.00016,-0.16,4.484e-13,4.484e-10,2.7e-15,2.7e-12,-2.7e-15,-2.7e-12,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,5122                          5.61957E+00       +1.6E-04 -1.6E-04  4.484E-13         +2.7E-15 -2.7E-15 Lambda(b)           0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,5112,,,,Sigma(b) -,sigma(b) -,5.81564,5815.64,0.00027,0.27,-0.00027,-0.27,0.0053,5.3,0.0005,0.5,-0.0005,-0.5,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,5112                          5.81564E+00       +2.7E-04 -2.7E-04  5.3E-03           +5.0E-04 -5.0E-04 Sigma(b)            -,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,5222,,,,Sigma(b) +,sigma(b) +,5.81056,5810.56,0.00025,0.25,-0.00025,-0.25,0.005,5,0.0005,0.5,-0.0005,-0.5,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,5222                          5.81056E+00       +2.5E-04 -2.5E-04  5.0E-03           +5.0E-04 -5.0E-04 Sigma(b)            +,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,5114,,,,Sigma(b)* -,sigma(b)* -,5.83474,5834.74,0.0003,0.3,-0.0003,-0.3,0.0104,10.4,0.0008,0.8,-0.0008,-0.8,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,5114                          5.83474E+00       +3.0E-04 -3.0E-04  1.04E-02          +8.0E-04 -8.0E-04 Sigma(b)*           -,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,5224,,,,Sigma(b)* +,sigma(b)* +,5.83032,5830.32,0.00027,0.27,-0.00027,-0.27,0.0094,9.4,0.0005,0.5,-0.0005,-0.5,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,5224                          5.83032E+00       +2.7E-04 -2.7E-04  9.4E-03           +5.0E-04 -5.0E-04 Sigma(b)*           +,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,5132,,,,Xi(b) -,xi(b) -,5.797,5797,0.0004,0.4,-0.0004,-0.4,4.17e-13,4.17e-10,6e-15,6e-12,-6e-15,-6e-12,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,5132                          5.7970E+00        +4.0E-04 -4.0E-04  4.17E-13          +6.0E-15 -6.0E-15 Xi(b)               -,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,5232,,,,Xi(b) 0,xi(b) 0,5.7917,5791.7,0.0004,0.4,-0.0004,-0.4,4.46e-13,4.46e-10,1e-14,1e-11,-1e-14,-1e-11,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,5232                          5.7917E+00        +4.0E-04 -4.0E-04  4.46E-13          +1.0E-14 -1.0E-14 Xi(b)               0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,5332,,,,Omega(b) -,omega(b) -,6.0458,6045.8,0.0008,0.8,-0.0008,-0.8,4e-13,4e-10,4e-14,4e-11,-4e-14,-4e-11,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,5332                          6.0458E+00        +8.0E-04 -8.0E-04  4.0E-13           +4.0E-14 -4.0E-14 Omega(b)            -,2026-06-01T21:38:11+00:00
