nested_id,nested_url,source_candidate_id,file_extension,score,reasons,download_attempted,success,download_status,http_status,content_type,content_length,classification,validation_message,size_bytes,sha256,output_file,error,started_utc,finished_utc
NESTED_CERN_OPENDATA_API_DELPHI_081__80501_0007,http://opendata.cern.ch/schema/records/record-v1.0.0.json,CERN_OPENDATA_API_DELPHI_081,.json,8,data_extension;data_hint;delphi_context;cern_opendata_url,True,True,downloaded,200,,,json_metadata_or_data,content_type_allowed_or_unknown:application/json,28125,a80e60516bec7e33db1b0c319fcd7d87a9d14e77701a536e51880ee3c66d039b,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_081__80501_0007__record-v1.0.0.json,,2026-06-03T21:46:35+00:00,2026-06-03T21:46:37+00:00
NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0010,https://opendata.cern.ch/eos/opendata/delphi/condition-data/DBcalb.dat,CERN_OPENDATA_API_DELPHI_085,.dat,8,data_extension;data_hint;delphi_context;cern_opendata_url,True,True,downloaded,200,,,large_dat_or_binary_candidate,content_type_allowed_or_unknown:application/octet-stream,1497251840,7530be62eda22296f15ce876a82b0d49149768288b5b7de20aec1592e76b5274,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0010__DBcalb.dat,,2026-06-03T21:46:37+00:00,2026-06-03T21:47:43+00:00
NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0011,https://opendata.cern.ch/eos/opendata/delphi/condition-data/DBgeom.dat,CERN_OPENDATA_API_DELPHI_085,.dat,8,data_extension;data_hint;delphi_context;cern_opendata_url,True,True,downloaded,200,,,large_dat_or_binary_candidate,content_type_allowed_or_unknown:application/octet-stream,32432128,67b7c8bbd666742fd1997b7303c339fd404aea36b45236d48249af10af250856,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0011__DBgeom.dat,,2026-06-03T21:47:44+00:00,2026-06-03T21:47:50+00:00
NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0012,https://opendata.cern.ch/eos/opendata/delphi/condition-data/DBlepm.dat,CERN_OPENDATA_API_DELPHI_085,.dat,8,data_extension;data_hint;delphi_context;cern_opendata_url,True,True,downloaded,200,,,large_dat_or_binary_candidate,content_type_allowed_or_unknown:application/octet-stream,1655250944,6f0f3a96324e1952e93037d19cf8cc7f39c6abfb895ef14e085569ce4ca26b70,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0012__DBlepm.dat,,2026-06-03T21:47:51+00:00,2026-06-03T21:49:15+00:00
NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0013,https://opendata.cern.ch/eos/opendata/delphi/condition-data/DBmisc.dat,CERN_OPENDATA_API_DELPHI_085,.dat,8,data_extension;data_hint;delphi_context;cern_opendata_url,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/octet-stream,40960,1afbce404793da90aa16f37fe764701b196081bf92b224990570a7fb7a9aaf8f,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0013__DBmisc.dat,,2026-06-03T21:49:15+00:00,2026-06-03T21:49:17+00:00
NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0014,https://opendata.cern.ch/eos/opendata/delphi/condition-data/DBrunt.dat,CERN_OPENDATA_API_DELPHI_085,.dat,8,data_extension;data_hint;delphi_context;cern_opendata_url,True,True,downloaded,200,,,large_dat_or_binary_candidate,content_type_allowed_or_unknown:application/octet-stream,20307968,67893c971ae1e27a885cfec71d5315a8433cc3f6f4005049923f788e5374f7d5,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0014__DBrunt.dat,,2026-06-03T21:49:18+00:00,2026-06-03T21:49:25+00:00
NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0015,https://opendata.cern.ch/eos/opendata/delphi/condition-data/DBscon.dat,CERN_OPENDATA_API_DELPHI_085,.dat,8,data_extension;data_hint;delphi_context;cern_opendata_url,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/octet-stream,450560,7040b07fb11006e2e117b0737b6a638904659c5709e2b4d87b408716977e88e4,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0015__DBscon.dat,,2026-06-03T21:49:26+00:00,2026-06-03T21:49:27+00:00
NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0016,https://opendata.cern.ch/eos/opendata/delphi/condition-data/DBsysf.dat,CERN_OPENDATA_API_DELPHI_085,.dat,8,data_extension;data_hint;delphi_context;cern_opendata_url,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/octet-stream,131072,eabe267a5a9a6548681acfe25e9c09594cfdb0e11c502d115c3d1d010049c630,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0016__DBsysf.dat,,2026-06-03T21:49:28+00:00,2026-06-03T21:49:30+00:00
NESTED_CERN_OPENDATA_API_DELPHI_081__80501_0009,https://opendata.cern.ch/records/record-v1.0.0.json,CERN_OPENDATA_API_DELPHI_081,.json,8,data_extension;data_hint;delphi_context;cern_opendata_url,True,False,failed_or_blocked,404,,,not_downloaded,,0,,,HTTPError 404: NOT FOUND,2026-06-03T21:49:30+00:00,2026-06-03T21:49:31+00:00
NESTED_CERN_OPENDATA_API_DELPHI_001__about-delphi_0004,http://opendata.cern.ch/schema/records/docs-v1.0.0.json,CERN_OPENDATA_API_DELPHI_001,.json,6,data_extension;data_hint;delphi_context;page_or_document_hint;cern_opendata_url,True,True,downloaded,200,,,json_metadata_or_data,content_type_allowed_or_unknown:application/json,2675,9af47153594c8245d59aaec741c477889d9794c7cab5861a488d45ec1944e81f,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_001__about-delphi_0004__docs-v1.0.0.json,,2026-06-03T21:49:32+00:00,2026-06-03T21:49:32+00:00
NESTED_CERN_OPENDATA_API_DELPHI_095__88627_0001,https://opendata.cern.ch/api/files/3f9c4fc5-eb12-4e4f-9b79-b1321bfe40c0,CERN_OPENDATA_API_DELPHI_095,,6,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,4248,7af4827b0d4e2ad0b2efe3b64445a8d50ef1859bbb066d3e169ca79d73d510e4,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_095__88627_0001__3f9c4fc5-eb12-4e4f-9b79-b1321bfe40c0.dat,,2026-06-03T21:49:33+00:00,2026-06-03T21:49:34+00:00
NESTED_CERN_OPENDATA_API_DELPHI_081__80501_0001,https://opendata.cern.ch/api/files/4115cda7-50ba-46e4-a1ef-323d0f4e4414,CERN_OPENDATA_API_DELPHI_081,,6,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,2348,db00222aa8cbb10d681b1771f0a519199010450127cb8177e354649ffc818aa9,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_081__80501_0001__4115cda7-50ba-46e4-a1ef-323d0f4e4414.dat,,2026-06-03T21:49:35+00:00,2026-06-03T21:49:36+00:00
NESTED_CERN_OPENDATA_API_DELPHI_108__91776_0001,https://opendata.cern.ch/api/files/43588201-288b-4fc8-8266-859d27b8b7bb,CERN_OPENDATA_API_DELPHI_108,,6,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,46384,3b93c9da9579dbd17a20097b8d2a9d0992aae9da27aeb53023c36c1de74f2469,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_108__91776_0001__43588201-288b-4fc8-8266-859d27b8b7bb.dat,,2026-06-03T21:49:37+00:00,2026-06-03T21:49:41+00:00
NESTED_CERN_OPENDATA_API_DELPHI_100__87861_0001,https://opendata.cern.ch/api/files/5f0bb09b-d854-4814-bb66-535f10771f80,CERN_OPENDATA_API_DELPHI_100,,6,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,6508,b8e69f5f27562ab3bb2f36e8ad55c621cfdfa40bfb946c854aa05e812e2431f1,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_100__87861_0001__5f0bb09b-d854-4814-bb66-535f10771f80.dat,,2026-06-03T21:49:42+00:00,2026-06-03T21:49:43+00:00
NESTED_CERN_OPENDATA_API_DELPHI_103__91778_0001,https://opendata.cern.ch/api/files/7031d1de-a1fb-4e09-bc72-16ac523554dc,CERN_OPENDATA_API_DELPHI_103,,6,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,24017,57188f8b742e7a2e71c7738ee958f0db15179198b7d7a68f637eca43fb080121,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_103__91778_0001__7031d1de-a1fb-4e09-bc72-16ac523554dc.dat,,2026-06-03T21:49:44+00:00,2026-06-03T21:49:46+00:00
NESTED_CERN_OPENDATA_API_DELPHI_083__80050_0001,https://opendata.cern.ch/api/files/ae555038-b310-4168-818e-8581fe1d572f,CERN_OPENDATA_API_DELPHI_083,,6,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,477,d215114ed10af23d7b52a3b0edb531f19d3a74642e366d8d015172302a0c6b87,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_083__80050_0001__ae555038-b310-4168-818e-8581fe1d572f.dat,,2026-06-03T21:49:47+00:00,2026-06-03T21:49:48+00:00
NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932,CERN_OPENDATA_API_DELPHI_085,,6,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,4885,77a88d657cc362cbf8c54907674a52eea5129e97d68e5158d5d36a33d15bad38,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001__e398a139-5c13-4145-afa1-b50846654932.dat,,2026-06-03T21:49:49+00:00,2026-06-03T21:49:50+00:00
NESTED_CERN_OPENDATA_API_DELPHI_090__85171_0001,https://opendata.cern.ch/api/files/fed43da1-7e95-4d51-b268-d5915d7809d9,CERN_OPENDATA_API_DELPHI_090,,6,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,7403,5aff2495b7c4466ab7a1fe5f63fab38fd4409438cd0d5f5a3281590b0310e7eb,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_090__85171_0001__fed43da1-7e95-4d51-b268-d5915d7809d9.dat,,2026-06-03T21:49:51+00:00,2026-06-03T21:49:52+00:00
NESTED_CERN_OPENDATA_API_DELPHI_083__80050_0004,https://opendata.cern.ch/api/records/80050,CERN_OPENDATA_API_DELPHI_083,,6,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,163431,785f46e939e6c2b8c8a656598eb7249775f94a09fd47040470de191ac32f2ad7,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_083__80050_0004__80050.dat,,2026-06-03T21:49:52+00:00,2026-06-03T21:49:54+00:00
NESTED_CERN_OPENDATA_API_DELPHI_081__80501_0004,https://opendata.cern.ch/api/records/80501,CERN_OPENDATA_API_DELPHI_081,,6,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,3122,c49c2276f50b1b5f5480cdbf12b9ac6eb757edf194526fc5fb03767a545c9302,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_081__80501_0004__80501.dat,,2026-06-03T21:49:55+00:00,2026-06-03T21:49:55+00:00
NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0004,https://opendata.cern.ch/api/records/80509,CERN_OPENDATA_API_DELPHI_085,,6,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,6545,d576dba6b56d06d8f393376b82729665ee6a2a074ccf7f21135a412b2306d32a,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0004__80509.dat,,2026-06-03T21:49:56+00:00,2026-06-03T21:49:57+00:00
NESTED_CERN_OPENDATA_API_DELPHI_090__85171_0004,https://opendata.cern.ch/api/records/85171,CERN_OPENDATA_API_DELPHI_090,,6,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,8677,b9f429a36eabdddb6b75882ac65eb8b892633fe06b1c9daac6aa62050c4cf07e,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_090__85171_0004__85171.dat,,2026-06-03T21:49:58+00:00,2026-06-03T21:49:58+00:00
NESTED_CERN_OPENDATA_API_DELPHI_100__87861_0004,https://opendata.cern.ch/api/records/87861,CERN_OPENDATA_API_DELPHI_100,,6,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,7696,76b426a595fe5d16c16c57d647ddd5002fe15622aa3b3c51a9429fa8417f7f1e,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_100__87861_0004__87861.dat,,2026-06-03T21:49:59+00:00,2026-06-03T21:50:00+00:00
NESTED_CERN_OPENDATA_API_DELPHI_095__88627_0004,https://opendata.cern.ch/api/records/88627,CERN_OPENDATA_API_DELPHI_095,,6,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,5724,9e819bbb347f59e4de5134721736fdb360ca1bbfe679946c22bf2e081076ccf0,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_095__88627_0004__88627.dat,,2026-06-03T21:50:01+00:00,2026-06-03T21:50:01+00:00
NESTED_CERN_OPENDATA_API_DELPHI_108__91776_0004,https://opendata.cern.ch/api/records/91776,CERN_OPENDATA_API_DELPHI_108,,6,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,44967,9cc63dcf53efc1d34078dacb2af45811abb001800b56764f43d7bc6b86e9031b,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_108__91776_0004__91776.dat,,2026-06-03T21:50:02+00:00,2026-06-03T21:50:03+00:00
NESTED_CERN_OPENDATA_API_DELPHI_103__91778_0004,https://opendata.cern.ch/api/records/91778,CERN_OPENDATA_API_DELPHI_103,,6,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,23895,6e11021d62aa7d93e0b03d0571d3b8d5fc49175ec769e43a31b6839431c5359e,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_103__91778_0004__91778.dat,,2026-06-03T21:50:04+00:00,2026-06-03T21:50:05+00:00
NESTED_CERN_OPENDATA_API_DELPHI_090__85171_0032,https://opendata.cern.ch/record/80502,CERN_OPENDATA_API_DELPHI_090,,6,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,True,False,failed_or_blocked,200,,,not_downloaded,blocked_page_content_type:text/html; charset=utf-8,0,,,blocked_page_content_type:text/html; charset=utf-8,2026-06-03T21:50:06+00:00,2026-06-03T21:50:07+00:00
NESTED_CERN_OPENDATA_API_DELPHI_100__87861_0026,https://opendata.cern.ch/record/80503,CERN_OPENDATA_API_DELPHI_100,,6,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,True,False,failed_or_blocked,200,,,not_downloaded,blocked_page_content_type:text/html; charset=utf-8,0,,,blocked_page_content_type:text/html; charset=utf-8,2026-06-03T21:50:07+00:00,2026-06-03T21:50:08+00:00
NESTED_CERN_OPENDATA_API_DELPHI_090__85171_0034,https://opendata.cern.ch/record/80505,CERN_OPENDATA_API_DELPHI_090,,6,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,True,False,failed_or_blocked,200,,,not_downloaded,blocked_page_content_type:text/html; charset=utf-8,0,,,blocked_page_content_type:text/html; charset=utf-8,2026-06-03T21:50:09+00:00,2026-06-03T21:50:09+00:00
NESTED_CERN_OPENDATA_API_DELPHI_001__about-delphi_0006,https://opendata.cern.ch/records/docs-v1.0.0.json,CERN_OPENDATA_API_DELPHI_001,.json,6,data_extension;data_hint;delphi_context;page_or_document_hint;cern_opendata_url,True,False,failed_or_blocked,404,,,not_downloaded,,0,,,HTTPError 404: NOT FOUND,2026-06-03T21:50:10+00:00,2026-06-03T21:50:11+00:00
