source_id,quantity,value_raw,uncertainty_raw,unit_raw,raw_line
NIST_CODATA_2022_ALLASCII,neutron mag. mom. to Bohr magneton ratio,-1.041 875 65 e-3,0.000 000 25 e-3,,neutron mag. mom. to Bohr magneton ratio                    -1.041 875 65 e-3        0.000 000 25 e-3         
NIST_CODATA_2022_ALLASCII,neutron mag. mom. to nuclear magneton ratio,-1.913 042 76,0.000 000 45,,neutron mag. mom. to nuclear magneton ratio                 -1.913 042 76            0.000 000 45             
NIST_CODATA_2022_ALLASCII,neutron mass,1.674 927 500 56 e-27,0.000 000 000 85 e-27,kg,neutron mass                                                1.674 927 500 56 e-27    0.000 000 000 85 e-27    kg
NIST_CODATA_2022_ALLASCII,neutron mass energy equivalent,1.505 349 765 14 e-10,0.000 000 000 76 e-10,J,neutron mass energy equivalent                              1.505 349 765 14 e-10    0.000 000 000 76 e-10    J
NIST_CODATA_2022_ALLASCII,neutron mass energy equivalent in MeV,939.565 421 94,0.000 000 48,MeV,neutron mass energy equivalent in MeV                       939.565 421 94           0.000 000 48             MeV
NIST_CODATA_2022_ALLASCII,neutron mass in u,1.008 664 916 06,0.000 000 000 40,u,neutron mass in u                                           1.008 664 916 06         0.000 000 000 40         u
NIST_CODATA_2022_ALLASCII,neutron molar mass,1.008 664 917 12 e-3,0.000 000 000 51 e-3,kg mol^-1,neutron molar mass                                          1.008 664 917 12 e-3     0.000 000 000 51 e-3     kg mol^-1
NIST_CODATA_2022_ALLASCII,neutron-muon mass ratio,8.892 484 08,0.000 000 20,,neutron-muon mass ratio                                     8.892 484 08             0.000 000 20             
NIST_CODATA_2022_ALLASCII,neutron-proton mag. mom. ratio,-0.684 979 35,0.000 000 16,,neutron-proton mag. mom. ratio                              -0.684 979 35            0.000 000 16             
NIST_CODATA_2022_ALLASCII,neutron-proton mass difference,2.305 574 61 e-30,0.000 000 67 e-30,kg,neutron-proton mass difference                              2.305 574 61 e-30        0.000 000 67 e-30        kg
NIST_CODATA_2022_ALLASCII,neutron-proton mass difference energy equivalent,2.072 147 12 e-13,0.000 000 60 e-13,J,neutron-proton mass difference energy equivalent            2.072 147 12 e-13        0.000 000 60 e-13        J
NIST_CODATA_2022_ALLASCII,neutron-proton mass difference energy equivalent in MeV,1.293 332 51,0.000 000 38,MeV,neutron-proton mass difference energy equivalent in MeV     1.293 332 51             0.000 000 38             MeV
NIST_CODATA_2022_ALLASCII,neutron-proton mass difference in u,1.388 449 48 e-3,0.000 000 40 e-3,u,neutron-proton mass difference in u                         1.388 449 48 e-3         0.000 000 40 e-3         u
NIST_CODATA_2022_ALLASCII,neutron-proton mass ratio,1.001 378 419 46,0.000 000 000 40,,neutron-proton mass ratio                                   1.001 378 419 46         0.000 000 000 40         
NIST_CODATA_2022_ALLASCII,neutron relative atomic mass,1.008 664 916 06,0.000 000 000 40,,neutron relative atomic mass                                1.008 664 916 06         0.000 000 000 40         
NIST_CODATA_2022_ALLASCII,neutron-tau mass ratio,0.528 779,0.000 036,,neutron-tau mass ratio                                      0.528 779                0.000 036                
NIST_CODATA_2022_ALLASCII,neutron to shielded proton mag. mom. ratio,-0.684 996 94,0.000 000 16,,neutron to shielded proton mag. mom. ratio                  -0.684 996 94            0.000 000 16             
NIST_CODATA_2022_ALLASCII,Newtonian constant of gravitation,6.674 30 e-11,0.000 15 e-11,m^3 kg^-1 s^-2,Newtonian constant of gravitation                           6.674 30 e-11            0.000 15 e-11            m^3 kg^-1 s^-2
NIST_CODATA_2022_ALLASCII,Newtonian constant of gravitation over h-bar c,6.708 83 e-39,0.000 15 e-39,(GeV/c^2)^-2,Newtonian constant of gravitation over h-bar c              6.708 83 e-39            0.000 15 e-39            (GeV/c^2)^-2
NIST_CODATA_2022_ALLASCII,nuclear magneton,5.050 783 7393 e-27,0.000 000 0016 e-27,J T^-1,nuclear magneton                                            5.050 783 7393 e-27      0.000 000 0016 e-27      J T^-1
NIST_CODATA_2022_ALLASCII,nuclear magneton in eV/T,3.152 451 254 17 e-8,0.000 000 000 98 e-8,eV T^-1,nuclear magneton in eV/T                                    3.152 451 254 17 e-8     0.000 000 000 98 e-8     eV T^-1
NIST_CODATA_2022_ALLASCII,nuclear magneton in inverse meter per tesla,2.542 623 410 09 e-2,0.000 000 000 79 e-2,m^-1 T^-1,nuclear magneton in inverse meter per tesla                 2.542 623 410 09 e-2     0.000 000 000 79 e-2     m^-1 T^-1
NIST_CODATA_2022_ALLASCII,nuclear magneton in K/T,3.658 267 7706 e-4,0.000 000 0011 e-4,K T^-1,nuclear magneton in K/T                                     3.658 267 7706 e-4       0.000 000 0011 e-4       K T^-1
NIST_CODATA_2022_ALLASCII,nuclear magneton in MHz/T,7.622 593 2188,0.000 000 0024,MHz T^-1,nuclear magneton in MHz/T                                   7.622 593 2188           0.000 000 0024           MHz T^-1
NIST_CODATA_2022_ALLASCII,Planck constant,6.626 070 15 e-34,(exact),J Hz^-1,Planck constant                                             6.626 070 15 e-34        (exact)                  J Hz^-1
NIST_CODATA_2022_ALLASCII,Planck constant in eV/Hz,4.135 667 696... e-15,(exact),eV Hz^-1,Planck constant in eV/Hz                                    4.135 667 696... e-15    (exact)                  eV Hz^-1
NIST_CODATA_2022_ALLASCII,Planck length,1.616 255 e-35,0.000 018 e-35,m,Planck length                                               1.616 255 e-35           0.000 018 e-35           m
NIST_CODATA_2022_ALLASCII,Planck mass,2.176 434 e-8,0.000 024 e-8,kg,Planck mass                                                 2.176 434 e-8            0.000 024 e-8            kg
NIST_CODATA_2022_ALLASCII,Planck mass energy equivalent in GeV,1.220 890 e19,0.000 014 e19,GeV,Planck mass energy equivalent in GeV                        1.220 890 e19            0.000 014 e19            GeV
NIST_CODATA_2022_ALLASCII,Planck temperature,1.416 784 e32,0.000 016 e32,K,Planck temperature                                          1.416 784 e32            0.000 016 e32            K
NIST_CODATA_2022_ALLASCII,Planck time,5.391 247 e-44,0.000 060 e-44,s,Planck time                                                 5.391 247 e-44           0.000 060 e-44           s
NIST_CODATA_2022_ALLASCII,proton charge to mass quotient,9.578 833 1430 e7,0.000 000 0030 e7,C kg^-1,proton charge to mass quotient                              9.578 833 1430 e7        0.000 000 0030 e7        C kg^-1
NIST_CODATA_2022_ALLASCII,proton Compton wavelength,1.321 409 853 60 e-15,0.000 000 000 41 e-15,m,proton Compton wavelength                                   1.321 409 853 60 e-15    0.000 000 000 41 e-15    m
NIST_CODATA_2022_ALLASCII,proton-electron mass ratio,1836.152 673 426,0.000 000 032,,proton-electron mass ratio                                  1836.152 673 426         0.000 000 032            
NIST_CODATA_2022_ALLASCII,proton g factor,5.585 694 6893,0.000 000 0016,,proton g factor                                             5.585 694 6893           0.000 000 0016           
NIST_CODATA_2022_ALLASCII,proton gyromag. ratio,2.675 221 8708 e8,0.000 000 0011 e8,s^-1 T^-1,proton gyromag. ratio                                       2.675 221 8708 e8        0.000 000 0011 e8        s^-1 T^-1
NIST_CODATA_2022_ALLASCII,proton gyromag. ratio in MHz/T,42.577 478 461,0.000 000 018,MHz T^-1,proton gyromag. ratio in MHz/T                              42.577 478 461           0.000 000 018            MHz T^-1
NIST_CODATA_2022_ALLASCII,proton mag. mom.,1.410 606 795 45 e-26,0.000 000 000 60 e-26,J T^-1,proton mag. mom.                                            1.410 606 795 45 e-26    0.000 000 000 60 e-26    J T^-1
NIST_CODATA_2022_ALLASCII,proton mag. mom. to Bohr magneton ratio,1.521 032 202 30 e-3,0.000 000 000 45 e-3,,proton mag. mom. to Bohr magneton ratio                     1.521 032 202 30 e-3     0.000 000 000 45 e-3     
NIST_CODATA_2022_ALLASCII,proton mag. mom. to nuclear magneton ratio,2.792 847 344 63,0.000 000 000 82,,proton mag. mom. to nuclear magneton ratio                  2.792 847 344 63         0.000 000 000 82         
NIST_CODATA_2022_ALLASCII,proton mag. shielding correction,2.567 15 e-5,0.000 41 e-5,,proton mag. shielding correction                            2.567 15 e-5             0.000 41 e-5             
NIST_CODATA_2022_ALLASCII,proton mass,1.672 621 925 95 e-27,0.000 000 000 52 e-27,kg,proton mass                                                 1.672 621 925 95 e-27    0.000 000 000 52 e-27    kg
NIST_CODATA_2022_ALLASCII,proton mass energy equivalent,1.503 277 618 02 e-10,0.000 000 000 47 e-10,J,proton mass energy equivalent                               1.503 277 618 02 e-10    0.000 000 000 47 e-10    J
NIST_CODATA_2022_ALLASCII,proton mass energy equivalent in MeV,938.272 089 43,0.000 000 29,MeV,proton mass energy equivalent in MeV                        938.272 089 43           0.000 000 29             MeV
NIST_CODATA_2022_ALLASCII,proton mass in u,1.007 276 466 5789,0.000 000 000 0083,u,proton mass in u                                            1.007 276 466 5789       0.000 000 000 0083       u
NIST_CODATA_2022_ALLASCII,proton molar mass,1.007 276 467 64 e-3,0.000 000 000 31 e-3,kg mol^-1,proton molar mass                                           1.007 276 467 64 e-3     0.000 000 000 31 e-3     kg mol^-1
NIST_CODATA_2022_ALLASCII,proton-muon mass ratio,8.880 243 38,0.000 000 20,,proton-muon mass ratio                                      8.880 243 38             0.000 000 20             
NIST_CODATA_2022_ALLASCII,proton-neutron mag. mom. ratio,-1.459 898 02,0.000 000 34,,proton-neutron mag. mom. ratio                              -1.459 898 02            0.000 000 34             
NIST_CODATA_2022_ALLASCII,proton-neutron mass ratio,0.998 623 477 97,0.000 000 000 40,,proton-neutron mass ratio                                   0.998 623 477 97         0.000 000 000 40         
NIST_CODATA_2022_ALLASCII,proton relative atomic mass,1.007 276 466 5789,0.000 000 000 0083,,proton relative atomic mass                                 1.007 276 466 5789       0.000 000 000 0083       
NIST_CODATA_2022_ALLASCII,proton rms charge radius,8.4075 e-16,0.0064 e-16,m,proton rms charge radius                                    8.4075 e-16              0.0064 e-16              m
NIST_CODATA_2022_ALLASCII,proton-tau mass ratio,0.528 051,0.000 036,,proton-tau mass ratio                                       0.528 051                0.000 036                
NIST_CODATA_2022_ALLASCII,quantum of circulation,3.636 947 5467 e-4,0.000 000 0011 e-4,m^2 s^-1,quantum of circulation                                      3.636 947 5467 e-4       0.000 000 0011 e-4       m^2 s^-1
NIST_CODATA_2022_ALLASCII,quantum of circulation times 2,7.273 895 0934 e-4,0.000 000 0023 e-4,m^2 s^-1,quantum of circulation times 2                              7.273 895 0934 e-4       0.000 000 0023 e-4       m^2 s^-1
NIST_CODATA_2022_ALLASCII,reduced Compton wavelength,3.861 592 6744 e-13,0.000 000 0012 e-13,m,reduced Compton wavelength                                  3.861 592 6744 e-13      0.000 000 0012 e-13      m
NIST_CODATA_2022_ALLASCII,reduced muon Compton wavelength,1.867 594 306 e-15,0.000 000 042 e-15,m,reduced muon Compton wavelength                             1.867 594 306 e-15       0.000 000 042 e-15       m
NIST_CODATA_2022_ALLASCII,reduced neutron Compton wavelength,2.100 194 1520 e-16,0.000 000 0011 e-16,m,reduced neutron Compton wavelength                          2.100 194 1520 e-16      0.000 000 0011 e-16      m
NIST_CODATA_2022_ALLASCII,reduced Planck constant,1.054 571 817... e-34,(exact),J s,reduced Planck constant                                     1.054 571 817... e-34    (exact)                  J s
NIST_CODATA_2022_ALLASCII,reduced Planck constant in eV s,6.582 119 569... e-16,(exact),eV s,reduced Planck constant in eV s                             6.582 119 569... e-16    (exact)                  eV s
NIST_CODATA_2022_ALLASCII,reduced Planck constant times c in MeV fm,197.326 980 4...,(exact),MeV fm,reduced Planck constant times c in MeV fm                   197.326 980 4...         (exact)                  MeV fm
NIST_CODATA_2022_ALLASCII,reduced proton Compton wavelength,2.103 089 100 51 e-16,0.000 000 000 66 e-16,m,reduced proton Compton wavelength                           2.103 089 100 51 e-16    0.000 000 000 66 e-16    m
NIST_CODATA_2022_ALLASCII,reduced tau Compton wavelength,1.110 538 e-16,0.000 075 e-16,m,reduced tau Compton wavelength                              1.110 538 e-16           0.000 075 e-16           m
NIST_CODATA_2022_ALLASCII,Rydberg constant,10 973 731.568 157,0.000 012,m^-1,Rydberg constant                                            10 973 731.568 157       0.000 012                m^-1
NIST_CODATA_2022_ALLASCII,Rydberg constant times c in Hz,3.289 841 960 2500 e15,0.000 000 000 0036 e15,Hz,Rydberg constant times c in Hz                              3.289 841 960 2500 e15   0.000 000 000 0036 e15   Hz
NIST_CODATA_2022_ALLASCII,Rydberg constant times hc in eV,13.605 693 122 990,0.000 000 000 015,eV,Rydberg constant times hc in eV                             13.605 693 122 990       0.000 000 000 015        eV
NIST_CODATA_2022_ALLASCII,Rydberg constant times hc in J,2.179 872 361 1030 e-18,0.000 000 000 0024 e-18,J,Rydberg constant times hc in J                              2.179 872 361 1030 e-18  0.000 000 000 0024 e-18  J
NIST_CODATA_2022_ALLASCII,"Sackur-Tetrode constant (1 K, 100 kPa)",-1.151 707 534 96,0.000 000 000 47,,"Sackur-Tetrode constant (1 K, 100 kPa)                      -1.151 707 534 96        0.000 000 000 47         "
NIST_CODATA_2022_ALLASCII,"Sackur-Tetrode constant (1 K, 101.325 kPa)",-1.164 870 521 49,0.000 000 000 47,,"Sackur-Tetrode constant (1 K, 101.325 kPa)                  -1.164 870 521 49        0.000 000 000 47         "
NIST_CODATA_2022_ALLASCII,second radiation constant,1.438 776 877... e-2,(exact),m K,second radiation constant                                   1.438 776 877... e-2     (exact)                  m K
NIST_CODATA_2022_ALLASCII,shielded helion gyromag. ratio,2.037 894 6078 e8,0.000 000 0018 e8,s^-1 T^-1,shielded helion gyromag. ratio                              2.037 894 6078 e8        0.000 000 0018 e8        s^-1 T^-1
NIST_CODATA_2022_ALLASCII,shielded helion gyromag. ratio in MHz/T,32.434 100 033,0.000 000 028,MHz T^-1,shielded helion gyromag. ratio in MHz/T                     32.434 100 033           0.000 000 028            MHz T^-1
NIST_CODATA_2022_ALLASCII,shielded helion mag. mom.,-1.074 553 110 35 e-26,0.000 000 000 93 e-26,J T^-1,shielded helion mag. mom.                                   -1.074 553 110 35 e-26   0.000 000 000 93 e-26    J T^-1
NIST_CODATA_2022_ALLASCII,shielded helion mag. mom. to Bohr magneton ratio,-1.158 671 494 57 e-3,0.000 000 000 94 e-3,,shielded helion mag. mom. to Bohr magneton ratio            -1.158 671 494 57 e-3    0.000 000 000 94 e-3     
NIST_CODATA_2022_ALLASCII,shielded helion mag. mom. to nuclear magneton ratio,-2.127 497 7624,0.000 000 0017,,shielded helion mag. mom. to nuclear magneton ratio         -2.127 497 7624          0.000 000 0017           
NIST_CODATA_2022_ALLASCII,shielded helion to proton mag. mom. ratio,-0.761 766 577 21,0.000 000 000 66,,shielded helion to proton mag. mom. ratio                   -0.761 766 577 21        0.000 000 000 66         
NIST_CODATA_2022_ALLASCII,shielded helion to shielded proton mag. mom. ratio,-0.761 786 1334,0.000 000 0031,,shielded helion to shielded proton mag. mom. ratio          -0.761 786 1334          0.000 000 0031           
NIST_CODATA_2022_ALLASCII,shielded proton gyromag. ratio,2.675 153 194 e8,0.000 000 011 e8,s^-1 T^-1,shielded proton gyromag. ratio                              2.675 153 194 e8         0.000 000 011 e8         s^-1 T^-1
NIST_CODATA_2022_ALLASCII,shielded proton gyromag. ratio in MHz/T,42.576 385 43,0.000 000 17,MHz T^-1,shielded proton gyromag. ratio in MHz/T                     42.576 385 43            0.000 000 17             MHz T^-1
NIST_CODATA_2022_ALLASCII,shielded proton mag. mom.,1.410 570 5830 e-26,0.000 000 0058 e-26,J T^-1,shielded proton mag. mom.                                   1.410 570 5830 e-26      0.000 000 0058 e-26      J T^-1
NIST_CODATA_2022_ALLASCII,shielded proton mag. mom. to Bohr magneton ratio,1.520 993 1551 e-3,0.000 000 0062 e-3,,shielded proton mag. mom. to Bohr magneton ratio            1.520 993 1551 e-3       0.000 000 0062 e-3       
NIST_CODATA_2022_ALLASCII,shielded proton mag. mom. to nuclear magneton ratio,2.792 775 648,0.000 000 011,,shielded proton mag. mom. to nuclear magneton ratio         2.792 775 648            0.000 000 011            
NIST_CODATA_2022_ALLASCII,shielding difference of d and p in HD,1.987 70 e-8,0.000 10 e-8,,shielding difference of d and p in HD                       1.987 70 e-8             0.000 10 e-8             
NIST_CODATA_2022_ALLASCII,shielding difference of t and p in HT,2.394 50 e-8,0.000 20 e-8,,shielding difference of t and p in HT                       2.394 50 e-8             0.000 20 e-8             
NIST_CODATA_2022_ALLASCII,speed of light in vacuum,299 792 458,(exact),m s^-1,speed of light in vacuum                                    299 792 458              (exact)                  m s^-1
NIST_CODATA_2022_ALLASCII,standard acceleration of gravity,9.806 65,(exact),m s^-2,standard acceleration of gravity                            9.806 65                 (exact)                  m s^-2
NIST_CODATA_2022_ALLASCII,standard atmosphere,101 325,(exact),Pa,standard atmosphere                                         101 325                  (exact)                  Pa
NIST_CODATA_2022_ALLASCII,standard-state pressure,100 000,(exact),Pa,standard-state pressure                                     100 000                  (exact)                  Pa
NIST_CODATA_2022_ALLASCII,Stefan-Boltzmann constant,5.670 374 419... e-8,(exact),W m^-2 K^-4,Stefan-Boltzmann constant                                   5.670 374 419... e-8     (exact)                  W m^-2 K^-4
NIST_CODATA_2022_ALLASCII,tau Compton wavelength,6.977 71 e-16,0.000 47 e-16,m,tau Compton wavelength                                      6.977 71 e-16            0.000 47 e-16            m
NIST_CODATA_2022_ALLASCII,tau-electron mass ratio,3477.23,0.23,,tau-electron mass ratio                                     3477.23                  0.23                     
NIST_CODATA_2022_ALLASCII,tau energy equivalent,1776.86,0.12,MeV,tau energy equivalent                                       1776.86                  0.12                     MeV
NIST_CODATA_2022_ALLASCII,tau mass,3.167 54 e-27,0.000 21 e-27,kg,tau mass                                                    3.167 54 e-27            0.000 21 e-27            kg
NIST_CODATA_2022_ALLASCII,tau mass energy equivalent,2.846 84 e-10,0.000 19 e-10,J,tau mass energy equivalent                                  2.846 84 e-10            0.000 19 e-10            J
NIST_CODATA_2022_ALLASCII,tau mass in u,1.907 54,0.000 13,u,tau mass in u                                               1.907 54                 0.000 13                 u
NIST_CODATA_2022_ALLASCII,tau molar mass,1.907 54 e-3,0.000 13 e-3,kg mol^-1,tau molar mass                                              1.907 54 e-3             0.000 13 e-3             kg mol^-1
NIST_CODATA_2022_ALLASCII,tau-muon mass ratio,16.8170,0.0011,,tau-muon mass ratio                                         16.8170                  0.0011                   
NIST_CODATA_2022_ALLASCII,tau-neutron mass ratio,1.891 15,0.000 13,,tau-neutron mass ratio                                      1.891 15                 0.000 13                 
NIST_CODATA_2022_ALLASCII,tau-proton mass ratio,1.893 76,0.000 13,,tau-proton mass ratio                                       1.893 76                 0.000 13                 
NIST_CODATA_2022_ALLASCII,Thomson cross section,6.652 458 7051 e-29,0.000 000 0062 e-29,m^2,Thomson cross section                                       6.652 458 7051 e-29      0.000 000 0062 e-29      m^2
NIST_CODATA_2022_ALLASCII,triton-electron mass ratio,5496.921 535 51,0.000 000 21,,triton-electron mass ratio                                  5496.921 535 51          0.000 000 21             
NIST_CODATA_2022_ALLASCII,triton g factor,5.957 924 930,0.000 000 012,,triton g factor                                             5.957 924 930            0.000 000 012            
NIST_CODATA_2022_ALLASCII,triton mag. mom.,1.504 609 5178 e-26,0.000 000 0030 e-26,J T^-1,triton mag. mom.                                            1.504 609 5178 e-26      0.000 000 0030 e-26      J T^-1
NIST_CODATA_2022_ALLASCII,triton mag. mom. to Bohr magneton ratio,1.622 393 6648 e-3,0.000 000 0032 e-3,,triton mag. mom. to Bohr magneton ratio                     1.622 393 6648 e-3       0.000 000 0032 e-3       
NIST_CODATA_2022_ALLASCII,triton mag. mom. to nuclear magneton ratio,2.978 962 4650,0.000 000 0059,,triton mag. mom. to nuclear magneton ratio                  2.978 962 4650           0.000 000 0059           
NIST_CODATA_2022_ALLASCII,triton mass,5.007 356 7512 e-27,0.000 000 0016 e-27,kg,triton mass                                                 5.007 356 7512 e-27      0.000 000 0016 e-27      kg
NIST_CODATA_2022_ALLASCII,triton mass energy equivalent,4.500 387 8119 e-10,0.000 000 0014 e-10,J,triton mass energy equivalent                               4.500 387 8119 e-10      0.000 000 0014 e-10      J
NIST_CODATA_2022_ALLASCII,triton mass energy equivalent in MeV,2808.921 136 68,0.000 000 88,MeV,triton mass energy equivalent in MeV                        2808.921 136 68          0.000 000 88             MeV
NIST_CODATA_2022_ALLASCII,triton mass in u,3.015 500 715 97,0.000 000 000 10,u,triton mass in u                                            3.015 500 715 97         0.000 000 000 10         u
NIST_CODATA_2022_ALLASCII,triton molar mass,3.015 500 719 13 e-3,0.000 000 000 94 e-3,kg mol^-1,triton molar mass                                           3.015 500 719 13 e-3     0.000 000 000 94 e-3     kg mol^-1
NIST_CODATA_2022_ALLASCII,triton-proton mass ratio,2.993 717 034 03,0.000 000 000 10,,triton-proton mass ratio                                    2.993 717 034 03         0.000 000 000 10         
NIST_CODATA_2022_ALLASCII,triton relative atomic mass,3.015 500 715 97,0.000 000 000 10,,triton relative atomic mass                                 3.015 500 715 97         0.000 000 000 10         
NIST_CODATA_2022_ALLASCII,triton to proton mag. mom. ratio,1.066 639 9189,0.000 000 0021,,triton to proton mag. mom. ratio                            1.066 639 9189           0.000 000 0021           
NIST_CODATA_2022_ALLASCII,unified atomic mass unit,1.660 539 068 92 e-27,0.000 000 000 52 e-27,kg,unified atomic mass unit                                    1.660 539 068 92 e-27    0.000 000 000 52 e-27    kg
NIST_CODATA_2022_ALLASCII,vacuum electric permittivity,8.854 187 8188 e-12,0.000 000 0014 e-12,F m^-1,vacuum electric permittivity                                8.854 187 8188 e-12      0.000 000 0014 e-12      F m^-1
NIST_CODATA_2022_ALLASCII,vacuum mag. permeability,1.256 637 061 27 e-6,0.000 000 000 20 e-6,N A^-2,vacuum mag. permeability                                    1.256 637 061 27 e-6     0.000 000 000 20 e-6     N A^-2
NIST_CODATA_2022_ALLASCII,von Klitzing constant,25 812.807 45...,(exact),ohm,von Klitzing constant                                       25 812.807 45...         (exact)                  ohm
NIST_CODATA_2022_ALLASCII,weak mixing angle,0.223 05,0.000 23,,weak mixing angle                                           0.223 05                 0.000 23                 
NIST_CODATA_2022_ALLASCII,Wien frequency displacement law constant,5.878 925 757... e10,(exact),Hz K^-1,Wien frequency displacement law constant                    5.878 925 757... e10     (exact)                  Hz K^-1
NIST_CODATA_2022_ALLASCII,Wien wavelength displacement law constant,2.897 771 955... e-3,(exact),m K,Wien wavelength displacement law constant                   2.897 771 955... e-3     (exact)                  m K
NIST_CODATA_2022_ALLASCII,W to Z mass ratio,0.881 45,0.000 13,,W to Z mass ratio                                           0.881 45                 0.000 13                 
